exam,branch_raw,branch_clean,n_rows,n_colleges,status,existing_branch_id,suggested_primary_branch,note
MHT-CET,Manufacturing Science and Engineering,Manufacturing Science and Engineering,24,1,already in branch sheet,INDENG016,Industrial / Manufacturing / Production Engineering,
MHT-CET,Mechanical & Automation Engineering,Mechanical & Automation Engineering,62,4,already in branch sheet,MECHENG019,Mechanical Engineering ,
MHT-CET,Mechanical Engineering,Mechanical Engineering,5827,297,already in branch sheet,MECHENG018,Mechanical Engineering ,
MHT-CET,Mechanical Engineering[Sandwich],Mechanical Engineering[Sandwich],17,1,already in branch sheet,MECHENG022,Mechanical Engineering ,
MHT-CET,Mechatronics Engineering,Mechatronics Engineering,281,12,already in branch sheet,MECHENG020,Mechanical Engineering ,
MHT-CET,Metallurgy and Material Technology,Metallurgy and Material Technology,25,1,already in branch sheet,MEMS017,Metallurgy Engineering And Material Science,
MHT-CET,Mining Engineering,Mining Engineering,63,3,already in branch sheet,MININGENG005,Mining Engineering,
MHT-CET,Oil Fats and Waxes Technology,Oil Fats and Waxes Technology,14,1,already in branch sheet,OILPAINTTECH006,"Oil, Paints, Dye Technology",
MHT-CET,Oil Technology,Oil Technology,9,1,already in branch sheet,OILPAINTTECH005,"Oil, Paints, Dye Technology",
MHT-CET,Oil and Paints Technology,Oil and Paints Technology,18,1,already in branch sheet,OILPAINTTECH001,"Oil, Paints, Dye Technology",
MHT-CET,"Oil,Oleochemicals and Surfactants Technology","Oil,Oleochemicals and Surfactants Technology",10,1,already in branch sheet,OILPAINTTECH003,"Oil, Paints, Dye Technology",
MHT-CET,Paints Technology,Paints Technology,15,1,already in branch sheet,OILPAINTTECH007,"Oil, Paints, Dye Technology",
MHT-CET,Paper and Pulp Technology,Paper and Pulp Technology,22,2,already in branch sheet,PAPERENG001,Paper And Printing Engineering,
MHT-CET,Petro Chemical Engineering,Petro Chemical Engineering,37,3,already in branch sheet,CHEMENG008,Chemical Engineering,
MHT-CET,Pharmaceutical and Fine Chemical Technology,Pharmaceutical and Fine Chemical Technology,12,1,already in branch sheet,PHARMAENG003,Pharmaceutical Engineering,
MHT-CET,Pharmaceuticals Chemistry and Technology,Pharmaceuticals Chemistry and Technology,13,1,already in branch sheet,PHARMAENG004,Pharmaceutical Engineering,
MHT-CET,Pharmacy,Pharmacy,11202,522,already in branch sheet,PHARMA,Pharmacy,
MHT-CET,Plastic Technology,Plastic Technology,17,1,already in branch sheet,POLYMERTECH005,Polymer Technology,
MHT-CET,Plastic and Polymer Engineering,Plastic and Polymer Engineering,27,2,already in branch sheet,POLYMERTECH002,Polymer Technology,
MHT-CET,Polymer Engineering and Technology,Polymer Engineering and Technology,10,1,already in branch sheet,POLYMERTECH003,Polymer Technology,
MHT-CET,Production Engineering,Production Engineering,22,1,already in branch sheet,INDENG022,Industrial / Manufacturing / Production Engineering,
MHT-CET,Production Engineering[Sandwich],Production Engineering[Sandwich],25,1,already in branch sheet,INDENG023,Industrial / Manufacturing / Production Engineering,
MHT-CET,Robotics and Artificial Intelligence,Robotics and Artificial Intelligence,86,5,already in branch sheet,AIML025,Artificial Intelligence,
MHT-CET,Robotics and Automation,Robotics and Automation,147,6,already in branch sheet,ROBOENG006,Robotics Engineering,
MHT-CET,Safety and Fire Engineering,Safety and Fire Engineering,9,1,already in branch sheet,SAFETYENG001,Safety Engineering,
MHT-CET,Structural Engineering,Structural Engineering,19,1,already in branch sheet,CIVILENG023,Structural Engineering,
MHT-CET,Surface Coating Technology,Surface Coating Technology,20,2,already in branch sheet,OILPAINTTECH004,"Oil, Paints, Dye Technology",
MHT-CET,Textile Engineering / Technology,Textile Engineering / Technology,4,1,already in branch sheet,TEXTILE007,Textile Engineering,
MHT-CET,Textile Technology,Textile Technology,58,3,already in branch sheet,TEXTILE008,Textile Engineering,
MHT-CET,VLSI,VLSI,21,1,already in branch sheet,ELEC003,Electrical / Electronics / Communications Engineering,
NEET,MBBS,MBBS,11340,1057,already in branch sheet,MBBS,MBBS,
OJEE,AEROSPACE ENGINEERING,AEROSPACE ENGINEERING,9,2,already in branch sheet,AERO,Aerospace Engineering,
OJEE,AEROSPACE ENGINEERING - TFW,AEROSPACE ENGINEERING,1,1,already in branch sheet,AERO,Aerospace Engineering,
OJEE,Aeronautical Engineering,Aeronautical Engineering,4,1,already in branch sheet,AERO007,Aerospace Engineering,
OJEE,Automobile Engineering,Automobile Engineering,5,2,already in branch sheet,AUTOENG003,Automobile Engineering,
OJEE,Automobile Engineering - TFW,Automobile Engineering,1,1,already in branch sheet,AUTOENG003,Automobile Engineering,
OJEE,Bio Technology(SSC),Bio Technology,6,1,already in branch sheet,BIOTECH006,Biotechnology,
OJEE,Bio Technology(SSC) - TFW,Bio Technology,1,1,already in branch sheet,BIOTECH006,Biotechnology,
OJEE,Bio Technology,Bio Technology,9,4,already in branch sheet,BIOTECH006,Biotechnology,
OJEE,Biomedical Engineering,Biomedical Engineering,7,2,already in branch sheet,BIOMEDENG,Biomedical Engineering,
OJEE,Biomedical Engineering - TFW,Biomedical Engineering,1,1,already in branch sheet,BIOMEDENG,Biomedical Engineering,
OJEE,Chemical Engineering,Chemical Engineering,18,4,already in branch sheet,CHEMENG009,Chemical Engineering,
OJEE,Chemical Engineering - TFW,Chemical Engineering,3,3,already in branch sheet,CHEMENG009,Chemical Engineering,
OJEE,Civil Engineering,Civil Engineering,169,78,already in branch sheet,CIVILENG014,Civil Engineering,
OJEE,Civil Engineering - TFW,Civil Engineering,11,11,already in branch sheet,CIVILENG014,Civil Engineering,
OJEE,Civil Engineering(SSC),Civil Engineering,7,1,already in branch sheet,CIVILENG014,Civil Engineering,
OJEE,Civil Engineering(SSC) - TFW,Civil Engineering,1,1,already in branch sheet,CIVILENG014,Civil Engineering,
OJEE,Computer Engineering,Computer Engineering,8,1,already in branch sheet,CSIT058,Computer Science And Engineering,
OJEE,Computer Engineering - TFW,Computer Engineering,1,1,already in branch sheet,CSIT058,Computer Science And Engineering,
OJEE,Computer Science,Computer Science,2,1,already in branch sheet,CSIT067,Computer Science And Engineering,
OJEE,Computer Science and Engineering,Computer Science and Engineering,257,85,already in branch sheet,CSIT057,Computer Science And Engineering,
OJEE,Computer Science and Engineering - TFW,Computer Science and Engineering,46,46,already in branch sheet,CSIT057,Computer Science And Engineering,
OJEE,Computer Science and Engineering(SSC),Computer Science and Engineering,32,4,already in branch sheet,CSIT057,Computer Science And Engineering,
OJEE,Computer Science and Engineering(SSC) - TFW,Computer Science and Engineering,4,4,already in branch sheet,CSIT057,Computer Science And Engineering,
OJEE,Computer Science and Engineering (IoT) - TFW,Computer Science and Engineering (IoT),1,1,already in branch sheet,CSIT071,Computer Science And Engineering,
OJEE,Computer Science and Information Technology,Computer Science and Information Technology,4,2,already in branch sheet,CSIT075,Computer Science And Engineering,
OJEE,Computer Science and Information Technology - TFW,Computer Science and Information Technology,2,2,already in branch sheet,CSIT075,Computer Science And Engineering,
OJEE,Electrical Engineering,Electrical Engineering,148,66,already in branch sheet,ELEC054,Electrical Engineering,
OJEE,Electrical Engineering - TFW,Electrical Engineering,13,13,already in branch sheet,ELEC054,Electrical Engineering,
OJEE,Electrical and Computer Engineering,Electrical and Computer Engineering,8,4,already in branch sheet,CSIT068,Computer Science And Engineering,
OJEE,Electrical and Computer Engineering - TFW,Electrical and Computer Engineering,2,2,already in branch sheet,CSIT068,Computer Science And Engineering,
OJEE,Electrical and Electronics Engineering(SSC),Electrical and Electronics Engineering,10,2,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
OJEE,Electrical and Electronics Engineering(SSC) - TFW,Electrical and Electronics Engineering,2,2,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
OJEE,Electrical and Electronics Engineering,Electrical and Electronics Engineering,64,35,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
OJEE,Electrical and Electronics Engineering - TFW,Electrical and Electronics Engineering,5,5,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
OJEE,Electronics and Computer Engineering,Electronics and Computer Engineering,3,2,already in branch sheet,ELEC057,Electronics And Communications Engineering,
OJEE,Electronics and Computer Engineering - TFW,Electronics and Computer Engineering,1,1,already in branch sheet,ELEC057,Electronics And Communications Engineering,
OJEE,Environmental Engineering,Environmental Engineering,2,1,already in branch sheet,ENVENG,Environmental Engineering,
OJEE,FOOD ENGINEERING AND TECHNOLOGY,FOOD ENGINEERING AND TECHNOLOGY,1,1,already in branch sheet,FOODENG006,Food Engineering,
OJEE,Information Technology(SSC),Information Technology,8,1,already in branch sheet,CSIT012,Information Technology,
OJEE,Information Technology(SSC) - TFW,Information Technology,1,1,already in branch sheet,CSIT012,Information Technology,
OJEE,Information Technology,Information Technology,4,3,already in branch sheet,CSIT012,Information Technology,
OJEE,Information Technology - TFW,Information Technology,2,2,already in branch sheet,CSIT012,Information Technology,
OJEE,Mechanical & Automation Engineering - TFW,Mechanical & Automation Engineering,1,1,already in branch sheet,MECHENG019,Mechanical Engineering ,
OJEE,Mechanical Engineering,Mechanical Engineering,178,85,already in branch sheet,MECHENG018,Mechanical Engineering ,
OJEE,Mechanical Engineering - TFW,Mechanical Engineering,15,15,already in branch sheet,MECHENG018,Mechanical Engineering ,
OJEE,Mining Engineering,Mining Engineering,16,6,already in branch sheet,MININGENG005,Mining Engineering,
OJEE,Mining Engineering - TFW,Mining Engineering,3,3,already in branch sheet,MININGENG005,Mining Engineering,
OJEE,Production Engineering,Production Engineering,12,2,already in branch sheet,INDENG022,Industrial / Manufacturing / Production Engineering,
OJEE,Production Engineering - TFW,Production Engineering,2,2,already in branch sheet,INDENG022,Industrial / Manufacturing / Production Engineering,
OJEE,SAFETY AND FIRE ENGINEERING,SAFETY AND FIRE ENGINEERING,4,1,already in branch sheet,SAFETYENG001,Safety Engineering,
OJEE,SAFETY AND FIRE ENGINEERING - TFW,SAFETY AND FIRE ENGINEERING,1,1,already in branch sheet,SAFETYENG001,Safety Engineering,
OJEE,Textile Engineering,Textile Engineering,6,1,already in branch sheet,TEXTILE,Textile Engineering,
OJEE,Textile Engineering - TFW,Textile Engineering,1,1,already in branch sheet,TEXTILE,Textile Engineering,
TG-EAPCET,AERONAUTICAL ENGINEERING,AERONAUTICAL ENGINEERING,88,4,already in branch sheet,AERO007,Aerospace Engineering,
TG-EAPCET,AGRICULTURAL ENGINEERING,AGRICULTURAL ENGINEERING,22,1,already in branch sheet,AGRIENG004,Agricultural Engineering,
TG-EAPCET,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE,22,1,already in branch sheet,AIML024,Artificial Intelligence,
TG-EAPCET,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,341,17,already in branch sheet,AIML022,Artificial Intelligence,
TG-EAPCET,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,352,16,already in branch sheet,AIML023,Artificial Intelligence,
TG-EAPCET,AUTOMOBILE ENGINEERING,AUTOMOBILE ENGINEERING,22,1,already in branch sheet,AUTOENG003,Automobile Engineering,
TG-EAPCET,BIO-MEDICAL ENGINEERING,BIO-MEDICAL ENGINEERING,44,2,already in branch sheet,BIOMEDENG005,Biomedical Engineering,
TG-EAPCET,BIO-TECHNOLOGY,BIO-TECHNOLOGY,88,4,already in branch sheet,BIOTECH006,Biotechnology,
TG-EAPCET,CHEMICAL ENGINEERING,CHEMICAL ENGINEERING,88,4,already in branch sheet,CHEMENG009,Chemical Engineering,
TG-EAPCET,CIVIL ENGINEERING,CIVIL ENGINEERING,1947,91,already in branch sheet,CIVILENG014,Civil Engineering,
TG-EAPCET,COMPUTER ENGINEERING,COMPUTER ENGINEERING,11,1,already in branch sheet,CSIT058,Computer Science And Engineering,
TG-EAPCET,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),COMPUTER ENGINEERING(SOFTWARE ENGINEERING),66,3,already in branch sheet,CSIT074,Computer Science And Engineering,
TG-EAPCET,COMPUTER SCIENCE AND ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,3201,152,already in branch sheet,CSIT057,Computer Science And Engineering,
TG-EAPCET,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),1914,91,already in branch sheet,CSIT059,Computer Science And Engineering,
TG-EAPCET,COMPUTER SCIENCE AND ENGINEERING (IOT),COMPUTER SCIENCE AND ENGINEERING (IOT),176,8,already in branch sheet,CSIT071,Computer Science And Engineering,
TG-EAPCET,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,187,9,already in branch sheet,CSIT075,Computer Science And Engineering,
TG-EAPCET,ELECTRICAL AND ELECTRONICS ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,2255,106,already in branch sheet,ELEC062,Electrical And Electronics Engineering,
TG-EAPCET,ELECTRONICS AND COMPUTER ENGINEERING,ELECTRONICS AND COMPUTER ENGINEERING,22,1,already in branch sheet,ELEC057,Electronics And Communications Engineering,
TG-EAPCET,FOOD TECHNOLOGY,FOOD TECHNOLOGY,44,2,already in branch sheet,FOODENG005,Food Engineering,
TG-EAPCET,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY,869,43,already in branch sheet,CSIT012,Information Technology,
TG-EAPCET,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,1760,80,already in branch sheet,MECHENG018,Mechanical Engineering ,
TG-EAPCET,MINING ENGINEERING,MINING ENGINEERING,154,6,already in branch sheet,MININGENG005,Mining Engineering,
TG-EAPCET,PHARMACEUTICAL ENGINEERING,PHARMACEUTICAL ENGINEERING,44,2,already in branch sheet,PHARMAENG,Pharmaceutical Engineering,
TNEA,AERONAUTICAL ENGINEERING,AERONAUTICAL ENGINEERING,140,36,already in branch sheet,AERO007,Aerospace Engineering,
TNEA,AEROSPACE ENGINEERING,AEROSPACE ENGINEERING,19,4,already in branch sheet,AERO,Aerospace Engineering,
TNEA,AGRICULTURAL ENGINEERING,AGRICULTURAL ENGINEERING,171,56,already in branch sheet,AGRIENG004,Agricultural Engineering,
TNEA,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE (SS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,13,2,already in branch sheet,AIML022,Artificial Intelligence,
TNEA,AUTOMOBILE ENGINEERING,AUTOMOBILE ENGINEERING,82,22,already in branch sheet,AUTOENG003,Automobile Engineering,
TNEA,AUTOMOBILE ENGINEERING (SS),AUTOMOBILE ENGINEERING,7,1,already in branch sheet,AUTOENG003,Automobile Engineering,
